epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,71.2006,0.75118,0.75225,1.13215,0.4087,0.71052,0.62588,0.44583,0.95028,6.89277,1.42641,0.00135826,0.00135826,0.00135826
17,75.3858,0.75012,0.72242,1.18609,0.71328,0.91542,0.90406,0.65332,0.84721,3.32864,1.37324,0.00135355,0.00135355,0.00135355
18,79.7732,0.70876,0.64146,1.09951,0.64405,0.89588,0.67358,0.51499,0.97705,7.37675,1.47332,0.00134883,0.00134883,0.00134883
19,84.0166,0.72416,0.70115,1.11825,0.54767,0.74563,0.70319,0.53577,0.86321,4.93288,1.41135,0.00134412,0.00134412,0.00134412
20,88.3652,0.73005,0.663,1.08588,0.29381,0.78869,0.55423,0.41624,0.89169,16.3349,1.50365,0.0013394,0.0013394,0.0013394
21,92.4954,0.76759,0.66768,1.12605,0.40593,0.63591,0.55785,0.4345,0.7582,11.6476,1.33211,0.00133469,0.00133469,0.00133469
22,96.7815,0.68468,0.5567,1.04168,0.82882,0.73906,0.84328,0.64322,0.88389,4.0191,1.37693,0.00132997,0.00132997,0.00132997
23,101.013,0.64024,0.5588,1.06908,0.80546,0.78947,0.924,0.7461,0.70601,1.41137,1.16287,0.00132525,0.00132525,0.00132525
24,105.257,0.65618,0.5582,1.06677,0.88412,0.92785,0.96131,0.70697,0.8398,1.72284,1.31324,0.00132054,0.00132054,0.00132054
25,109.475,0.69406,0.58501,1.15064,0.63411,0.90252,0.78115,0.60557,0.83968,2.31277,1.31178,0.00131582,0.00131582,0.00131582
26,113.703,0.74636,0.62415,1.1353,0.81526,0.8624,0.88459,0.7053,0.73533,1.41953,1.22222,0.00131111,0.00131111,0.00131111
27,118.014,0.70181,0.55513,1.04293,0.87494,0.91695,0.97541,0.75682,0.76965,1.30245,1.29192,0.00130639,0.00130639,0.00130639
28,122.296,0.59131,0.50396,1.02266,0.87667,0.85176,0.95612,0.7351,0.74009,1.04172,1.23942,0.00130168,0.00130168,0.00130168
29,126.624,0.64619,0.53556,1.07905,0.77875,0.89484,0.8948,0.69451,0.75124,1.5219,1.25872,0.00129696,0.00129696,0.00129696
30,130.814,0.63853,0.5211,1.0424,0.81412,0.8694,0.89406,0.71147,0.74288,1.13239,1.18131,0.00129224,0.00129224,0.00129224
31,135.054,0.65615,0.63171,1.07561,0.874,0.85589,0.95306,0.73588,0.77647,0.87177,1.23131,0.00128753,0.00128753,0.00128753
32,139.379,0.59744,0.53607,1.01777,0.94199,0.9598,0.97988,0.79948,0.68468,0.57277,1.16585,0.00128281,0.00128281,0.00128281
33,143.817,0.59609,0.55726,1.04866,0.92504,0.87206,0.9771,0.82644,0.6669,0.9338,1.14425,0.0012781,0.0012781,0.0012781
34,148.238,0.59598,0.50714,1.01332,0.78839,0.96667,0.95611,0.76999,0.73371,0.76346,1.19152,0.00127338,0.00127338,0.00127338
35,152.579,0.58672,0.49998,0.99186,0.82926,0.82659,0.94797,0.73468,0.74891,1.0361,1.19862,0.00126867,0.00126867,0.00126867
36,156.835,0.60718,0.4817,1.056,0.94547,0.87406,0.95678,0.78026,0.72237,0.94624,1.24334,0.00126395,0.00126395,0.00126395
37,161.168,0.61045,0.49428,1.0361,0.92928,0.86389,0.9535,0.7593,0.72473,0.83814,1.24706,0.00125923,0.00125923,0.00125923
38,165.568,0.64938,0.5212,1.08045,0.91876,0.97112,0.98553,0.80663,0.66621,0.62874,1.13745,0.00125452,0.00125452,0.00125452
39,169.892,0.6476,0.52143,1.04489,0.89999,0.96646,0.98409,0.79746,0.70325,0.80298,1.18389,0.0012498,0.0012498,0.0012498
40,174.097,0.59853,0.50795,1.02561,0.86756,0.92099,0.97248,0.7638,0.72777,1.13445,1.25943,0.00124509,0.00124509,0.00124509
41,178.391,0.61108,0.47523,1.01644,0.84582,0.88594,0.96341,0.74173,0.7304,1.49708,1.3041,0.00124037,0.00124037,0.00124037
42,182.67,0.55028,0.4322,1.00931,0.88341,0.94246,0.94899,0.74177,0.70052,1.13226,1.1859,0.00123566,0.00123566,0.00123566
43,186.898,0.56318,0.49934,1.03508,0.94726,0.94641,0.97447,0.78915,0.65395,0.63982,1.09221,0.00123094,0.00123094,0.00123094
44,191.118,0.57319,0.48551,1.01505,0.93504,0.94054,0.97987,0.80828,0.64125,0.61305,1.10261,0.00122622,0.00122622,0.00122622
45,195.357,0.57542,0.47992,1.01013,0.92148,0.95987,0.98249,0.83255,0.62999,0.53013,1.08045,0.00122151,0.00122151,0.00122151
46,199.724,0.55099,0.44195,0.99759,0.93594,0.92976,0.97562,0.80748,0.70434,0.58918,1.11955,0.00121679,0.00121679,0.00121679
47,203.995,0.58938,0.45282,0.98959,0.91281,0.94841,0.97127,0.8063,0.66931,0.71086,1.11435,0.00121208,0.00121208,0.00121208
48,208.279,0.55493,0.47555,1.02021,0.88067,0.90159,0.96866,0.80322,0.67314,0.60922,1.1156,0.00120736,0.00120736,0.00120736
49,212.471,0.57058,0.45797,0.99581,0.91245,0.9315,0.96784,0.79552,0.67052,0.63177,1.10659,0.00120265,0.00120265,0.00120265
50,216.731,0.60362,0.49971,1.02749,0.82309,0.93333,0.9443,0.75377,0.66959,0.75725,1.1355,0.00119793,0.00119793,0.00119793
51,221.228,0.55192,0.42211,0.98562,0.83291,0.91568,0.93694,0.75019,0.72399,1.05215,1.19898,0.00119322,0.00119322,0.00119322
52,225.759,0.56771,0.43833,1.01085,0.8961,0.96247,0.98171,0.77313,0.67388,0.7337,1.16692,0.0011885,0.0011885,0.0011885
53,230.076,0.58296,0.43232,1.01688,0.89046,0.93125,0.97065,0.79958,0.6382,0.75182,1.13113,0.00118378,0.00118378,0.00118378
54,234.415,0.53912,0.41818,0.99911,0.95692,0.96151,0.99217,0.83108,0.62898,0.50291,1.11194,0.00117907,0.00117907,0.00117907
55,238.775,0.61129,0.4746,1.02766,0.95791,0.95058,0.99204,0.83874,0.6355,0.44879,1.12392,0.00117435,0.00117435,0.00117435
56,243.962,0.5425,0.41681,0.97684,0.96505,0.96156,0.99015,0.80402,0.66482,0.49497,1.11616,0.00116964,0.00116964,0.00116964
57,248.679,0.53981,0.42256,0.97601,0.96017,0.92248,0.97213,0.77813,0.66205,0.54027,1.06965,0.00116492,0.00116492,0.00116492
58,252.938,0.52716,0.42117,0.9889,0.97631,0.96065,0.98052,0.7939,0.66868,0.54095,1.09018,0.00116021,0.00116021,0.00116021
59,257.138,0.54877,0.41274,1.01003,0.95168,0.99265,0.99197,0.85342,0.6161,0.42884,1.09277,0.00115549,0.00115549,0.00115549
60,261.759,0.542,0.41234,0.99605,0.99467,0.95218,0.995,0.85377,0.64033,0.4626,1.13693,0.00115077,0.00115077,0.00115077
61,266.248,0.56621,0.4426,1.02508,0.98571,0.94742,0.995,0.86859,0.6117,0.50739,1.09683,0.00114606,0.00114606,0.00114606
62,270.796,0.53542,0.40477,0.99436,0.98538,0.95316,0.995,0.8638,0.61238,0.41184,1.10082,0.00114134,0.00114134,0.00114134
63,275.351,0.51284,0.39546,0.9853,0.93926,0.99355,0.98894,0.86169,0.56602,0.40369,1.06491,0.00113663,0.00113663,0.00113663
64,279.616,0.5694,0.40423,0.9754,0.95527,0.96893,0.99278,0.85609,0.58421,0.41129,1.09338,0.00113191,0.00113191,0.00113191
65,284.042,0.50912,0.37501,0.95018,0.98089,0.96344,0.99382,0.86485,0.58549,0.38276,1.09032,0.0011272,0.0011272,0.0011272
66,288.25,0.50712,0.37525,0.95896,0.96123,0.99059,0.9852,0.84357,0.58296,0.37086,1.06257,0.00112248,0.00112248,0.00112248
67,292.47,0.52534,0.38961,0.96877,0.99478,0.98213,0.995,0.85423,0.5858,0.3948,1.04924,0.00111776,0.00111776,0.00111776
68,296.744,0.51192,0.38334,0.94442,0.98514,0.98851,0.995,0.8676,0.57347,0.36552,1.03367,0.00111305,0.00111305,0.00111305
69,301.006,0.47497,0.37397,0.94476,0.98639,0.99077,0.995,0.855,0.62483,0.37824,1.0934,0.00110833,0.00110833,0.00110833
70,305.337,0.52963,0.37731,0.95432,0.98237,0.99471,0.995,0.85332,0.61133,0.37892,1.09422,0.00110362,0.00110362,0.00110362
71,309.584,0.52342,0.37949,0.95284,0.99078,0.96647,0.99382,0.84748,0.58586,0.37945,1.05496,0.0010989,0.0010989,0.0010989
72,313.867,0.49923,0.39864,0.97286,0.98145,0.96329,0.99322,0.81656,0.62457,0.42907,1.06095,0.00109419,0.00109419,0.00109419
73,318.085,0.46672,0.36021,0.95096,0.9892,0.97917,0.99278,0.83609,0.6269,0.4304,1.06191,0.00108947,0.00108947,0.00108947
74,322.424,0.47974,0.35932,0.95461,0.96229,0.94583,0.99079,0.83675,0.59544,0.39626,1.03942,0.00108475,0.00108475,0.00108475
75,326.633,0.4598,0.37133,0.94469,0.97527,0.9813,0.99382,0.83446,0.64644,0.37926,1.08901,0.00108004,0.00108004,0.00108004
76,331.265,0.48786,0.36322,0.95307,0.97424,0.97046,0.99024,0.85452,0.60747,0.39035,1.09438,0.00107532,0.00107532,0.00107532
77,336.672,0.47602,0.37445,0.95762,0.98777,0.96769,0.99024,0.88077,0.56404,0.36593,1.04631,0.00107061,0.00107061,0.00107061
78,341.235,0.46275,0.36056,0.97264,0.9436,0.96558,0.9866,0.84913,0.57271,0.40987,1.03913,0.00106589,0.00106589,0.00106589
79,345.483,0.49671,0.38558,0.97176,0.97287,0.9171,0.98629,0.85547,0.57266,0.39318,1.03552,0.00106118,0.00106118,0.00106118
80,349.793,0.4682,0.39139,0.97676,0.99079,0.97192,0.99278,0.85995,0.6102,0.38509,1.09217,0.00105646,0.00105646,0.00105646
81,353.97,0.4974,0.366,0.94328,0.98832,0.97423,0.991,0.85058,0.60344,0.38882,1.07584,0.00105174,0.00105174,0.00105174
82,358.288,0.49848,0.40621,0.98856,0.96949,0.9771,0.9824,0.85567,0.57692,0.3984,1.04573,0.00104703,0.00104703,0.00104703
83,362.648,0.49723,0.35439,0.95491,0.99203,0.95898,0.97737,0.85939,0.5742,0.39563,1.04065,0.00104231,0.00104231,0.00104231
84,366.985,0.49272,0.37305,0.97936,0.95494,0.95624,0.9722,0.83953,0.63833,0.48961,1.10476,0.0010376,0.0010376,0.0010376
85,371.683,0.47727,0.36018,0.95905,0.98168,0.94246,0.9723,0.84179,0.63217,0.50884,1.09981,0.00103288,0.00103288,0.00103288
86,375.962,0.47212,0.35006,0.93311,0.98825,0.95986,0.98363,0.84498,0.61262,0.40907,1.08334,0.00102817,0.00102817,0.00102817
87,380.187,0.48292,0.35755,0.9597,0.99282,0.96329,0.99217,0.85137,0.6276,0.37601,1.09718,0.00102345,0.00102345,0.00102345
88,384.459,0.46875,0.36996,0.98554,0.95841,0.99425,0.99382,0.85977,0.59537,0.34367,1.07177,0.00101873,0.00101873,0.00101873
89,388.624,0.46654,0.34317,0.95576,0.99014,0.96484,0.991,0.84105,0.60777,0.37128,1.07568,0.00101402,0.00101402,0.00101402
90,392.928,0.49883,0.3808,0.9573,0.97724,0.96296,0.98891,0.84713,0.59857,0.39984,1.05991,0.0010093,0.0010093,0.0010093
91,397.147,0.47426,0.36455,0.98262,0.98432,0.96504,0.99278,0.86461,0.54229,0.36147,1.03017,0.00100459,0.00100459,0.00100459
92,401.384,0.44331,0.35567,0.93404,0.99043,0.96329,0.99217,0.86339,0.59591,0.37053,1.07203,0.000999871,0.000999871,0.000999871
93,405.569,0.49802,0.36122,0.93871,0.98073,0.96073,0.99162,0.82976,0.64926,0.38295,1.10909,0.000995156,0.000995156,0.000995156
94,409.828,0.48603,0.34994,0.96174,0.97055,0.96634,0.99384,0.84467,0.5795,0.39042,1.06226,0.00099044,0.00099044,0.00099044
95,414.031,0.45987,0.34303,0.93994,0.97075,0.96329,0.98374,0.84129,0.57336,0.39085,1.05356,0.000985724,0.000985724,0.000985724
96,418.289,0.44669,0.33729,0.93908,0.97091,0.96329,0.97691,0.82736,0.60933,0.39348,1.09223,0.000981008,0.000981008,0.000981008
97,422.59,0.45394,0.32958,0.94341,0.97187,0.96329,0.98888,0.84904,0.58538,0.38226,1.06375,0.000976293,0.000976293,0.000976293
98,426.851,0.46756,0.34743,0.95715,0.98865,0.96506,0.99439,0.85938,0.56373,0.33487,1.04697,0.000971577,0.000971577,0.000971577
99,431.157,0.4443,0.32931,0.95214,0.96051,0.99779,0.99439,0.86532,0.55011,0.32494,1.05238,0.000966861,0.000966861,0.000966861
100,435.457,0.47324,0.35916,0.9643,0.99169,0.9685,0.99382,0.86129,0.55911,0.3294,1.04909,0.000962146,0.000962146,0.000962146
101,439.687,0.46739,0.33182,0.94105,0.98856,0.9734,0.99382,0.86647,0.56111,0.33629,1.04666,0.00095743,0.00095743,0.00095743
102,443.979,0.44318,0.32641,0.94028,0.99161,0.99019,0.995,0.85294,0.56171,0.33513,1.03743,0.000952714,0.000952714,0.000952714
103,448.292,0.46249,0.33956,0.9385,0.99296,0.96329,0.99322,0.85905,0.59122,0.33673,1.06369,0.000947999,0.000947999,0.000947999
104,452.561,0.45494,0.3228,0.93473,0.98634,0.96329,0.99322,0.86273,0.56478,0.34398,1.0603,0.000943283,0.000943283,0.000943283
105,456.792,0.45081,0.32293,0.94371,0.97484,0.96414,0.99322,0.87533,0.54798,0.33694,1.04874,0.000938567,0.000938567,0.000938567
106,461.129,0.42526,0.34403,0.95688,0.97597,0.96329,0.99124,0.86693,0.55743,0.34679,1.06242,0.000933851,0.000933851,0.000933851
107,465.504,0.4354,0.34405,0.93307,0.9768,0.96409,0.99024,0.86146,0.57813,0.35137,1.09614,0.000929136,0.000929136,0.000929136
108,469.853,0.42199,0.31443,0.91992,0.97507,0.96329,0.987,0.83135,0.60237,0.37465,1.13131,0.00092442,0.00092442,0.00092442
109,474.203,0.40208,0.32946,0.92489,0.97546,0.96329,0.99064,0.85483,0.59606,0.38151,1.1241,0.000919704,0.000919704,0.000919704
110,478.592,0.44674,0.34634,0.93354,0.98873,0.96329,0.9862,0.8563,0.59935,0.35633,1.10989,0.000914989,0.000914989,0.000914989
111,482.968,0.49352,0.36061,0.97714,0.98794,0.96329,0.9831,0.86117,0.58921,0.35359,1.10264,0.000910273,0.000910273,0.000910273
112,487.272,0.4468,0.32079,0.95256,0.97485,0.96329,0.98664,0.85395,0.56811,0.4056,1.07253,0.000905557,0.000905557,0.000905557
113,491.982,0.44681,0.35917,0.95975,0.97895,0.96329,0.98717,0.85769,0.56481,0.37609,1.07221,0.000900842,0.000900842,0.000900842
114,496.196,0.43467,0.32554,0.9355,0.98826,0.96329,0.98908,0.85451,0.58886,0.36753,1.10168,0.000896126,0.000896126,0.000896126
115,500.538,0.43781,0.3358,0.91848,0.97885,0.95907,0.98963,0.86709,0.59048,0.35342,1.08568,0.00089141,0.00089141,0.00089141
116,504.904,0.4086,0.32056,0.92872,0.9734,0.96526,0.98025,0.88085,0.57025,0.3475,1.07272,0.000886694,0.000886694,0.000886694
117,509.339,0.43113,0.34488,0.93914,0.99328,0.96536,0.981,0.87116,0.56492,0.33955,1.06089,0.000881979,0.000881979,0.000881979
118,513.636,0.42307,0.32152,0.95203,0.99427,0.96329,0.98908,0.87034,0.56968,0.34364,1.03963,0.000877263,0.000877263,0.000877263
119,518.19,0.42809,0.3296,0.92164,0.99272,0.95039,0.99018,0.86716,0.55668,0.37221,1.01439,0.000872547,0.000872547,0.000872547
120,522.387,0.42914,0.34034,0.93531,0.9723,0.97411,0.99439,0.86829,0.58757,0.36448,1.05005,0.000867832,0.000867832,0.000867832
121,526.567,0.40485,0.31374,0.93733,0.95107,0.9781,0.99439,0.87233,0.58558,0.35612,1.05425,0.000863116,0.000863116,0.000863116
122,530.82,0.47621,0.33959,0.94616,0.98289,0.96379,0.99439,0.88337,0.54452,0.32122,1.01139,0.0008584,0.0008584,0.0008584
123,535.385,0.43966,0.33944,0.9287,0.99551,0.97025,0.99439,0.87066,0.59794,0.33142,1.06338,0.000853685,0.000853685,0.000853685
124,539.648,0.40657,0.31618,0.94971,0.96973,0.98615,0.99382,0.85068,0.60449,0.35575,1.0687,0.000848969,0.000848969,0.000848969
125,543.902,0.44204,0.33115,0.93398,0.95832,0.98413,0.99204,0.85178,0.60403,0.34142,1.06734,0.000844253,0.000844253,0.000844253
126,548.093,0.4154,0.30825,0.91337,0.98351,0.95046,0.99039,0.84569,0.62111,0.36716,1.10379,0.000839537,0.000839537,0.000839537
127,552.228,0.41482,0.32207,0.96137,0.97518,0.97485,0.99322,0.84518,0.62167,0.35324,1.08433,0.000834822,0.000834822,0.000834822
128,557.361,0.44996,0.34168,0.96287,0.96986,0.99333,0.99384,0.88571,0.5634,0.33131,1.03835,0.000830106,0.000830106,0.000830106
129,561.705,0.44589,0.3363,0.947,0.94904,0.99865,0.99266,0.89106,0.55779,0.33934,1.04092,0.00082539,0.00082539,0.00082539
130,566.069,0.40194,0.32055,0.92731,0.97593,0.96549,0.99028,0.85825,0.6193,0.36014,1.09799,0.000820675,0.000820675,0.000820675
131,570.3,0.43785,0.34858,0.96106,0.9635,0.95995,0.98519,0.86036,0.6092,0.37809,1.09823,0.000815959,0.000815959,0.000815959
132,574.651,0.38648,0.29567,0.90274,0.96939,0.95685,0.98567,0.86612,0.56584,0.35475,1.07026,0.000811243,0.000811243,0.000811243
133,578.829,0.42301,0.32961,0.93646,0.97249,0.95669,0.98628,0.85921,0.58245,0.34936,1.07556,0.000806528,0.000806528,0.000806528
134,583.062,0.40129,0.31953,0.93785,0.97428,0.96472,0.99028,0.87261,0.56528,0.32793,1.05974,0.000801812,0.000801812,0.000801812
135,587.261,0.4428,0.33697,0.96041,0.97487,0.96479,0.99153,0.88618,0.55048,0.32569,1.04702,0.000797096,0.000797096,0.000797096
136,591.434,0.42324,0.32453,0.91989,0.9565,0.99686,0.99382,0.8824,0.59009,0.35789,1.04845,0.00079238,0.00079238,0.00079238
137,595.642,0.43497,0.32797,0.94812,0.96002,0.99639,0.99382,0.85848,0.61014,0.34014,1.05484,0.000787665,0.000787665,0.000787665
138,600.288,0.41799,0.31221,0.9063,0.97873,0.96329,0.99322,0.86801,0.58898,0.33298,1.01371,0.000782949,0.000782949,0.000782949
139,604.536,0.4096,0.29095,0.91407,0.9793,0.96329,0.99322,0.85028,0.60039,0.32953,1.01071,0.000778233,0.000778233,0.000778233
140,608.789,0.4082,0.30155,0.90334,0.99131,0.98413,0.99439,0.86623,0.59975,0.34175,1.00681,0.000773518,0.000773518,0.000773518
141,612.965,0.41422,0.31129,0.92526,0.99222,0.98368,0.99439,0.86469,0.58744,0.33614,1.00042,0.000768802,0.000768802,0.000768802
142,617.205,0.4175,0.31597,0.95582,0.9906,0.98253,0.99439,0.8709,0.5722,0.31695,0.99841,0.000764086,0.000764086,0.000764086
143,621.403,0.35643,0.29664,0.89283,0.99345,0.98874,0.995,0.86789,0.58188,0.32394,1.00976,0.000759371,0.000759371,0.000759371
144,625.705,0.38238,0.29394,0.92012,0.96938,0.99412,0.99382,0.8661,0.58062,0.318,1.0213,0.000754655,0.000754655,0.000754655
145,629.915,0.3637,0.27473,0.89193,0.97122,0.9928,0.99382,0.85611,0.5857,0.30931,1.03198,0.000749939,0.000749939,0.000749939
146,634.065,0.37611,0.29634,0.90391,0.97141,0.99421,0.99382,0.85219,0.59395,0.31157,1.05122,0.000745223,0.000745223,0.000745223
147,638.336,0.34189,0.25987,0.90323,0.99445,0.98998,0.995,0.87061,0.5957,0.30472,1.06174,0.000740508,0.000740508,0.000740508
148,642.532,0.37654,0.28276,0.89311,0.99238,0.97071,0.99382,0.8874,0.56746,0.28554,1.04544,0.000735792,0.000735792,0.000735792
149,646.724,0.38581,0.32097,0.9197,0.99274,0.97116,0.99382,0.88649,0.56443,0.30001,1.04371,0.000731076,0.000731076,0.000731076
150,650.958,0.37552,0.28642,0.90413,0.99441,0.96926,0.99382,0.86067,0.59454,0.3006,1.07009,0.000726361,0.000726361,0.000726361
151,655.149,0.35924,0.27766,0.91767,0.99603,0.96683,0.99382,0.87062,0.56864,0.29727,1.05785,0.000721645,0.000721645,0.000721645
152,659.378,0.38615,0.29166,0.91721,0.994,0.96718,0.99278,0.87027,0.54201,0.29492,1.04148,0.000716929,0.000716929,0.000716929
153,663.586,0.35434,0.28595,0.89874,0.99509,0.96502,0.99278,0.87576,0.55805,0.29282,1.04749,0.000712214,0.000712214,0.000712214
154,667.864,0.37178,0.29077,0.9059,0.99521,0.96417,0.98955,0.87716,0.56883,0.30962,1.05511,0.000707498,0.000707498,0.000707498
155,672.143,0.3698,0.28043,0.91007,0.99641,0.96425,0.99278,0.88043,0.56044,0.29831,1.05191,0.000702782,0.000702782,0.000702782
156,676.376,0.384,0.27994,0.91334,0.97732,0.9941,0.995,0.88368,0.57351,0.29031,1.06266,0.000698066,0.000698066,0.000698066
157,680.523,0.33367,0.27005,0.89197,0.97982,0.99258,0.995,0.8814,0.57622,0.2896,1.06032,0.000693351,0.000693351,0.000693351
158,685.702,0.36621,0.28188,0.89896,0.99308,0.97134,0.99278,0.87186,0.57501,0.2899,1.0641,0.000688635,0.000688635,0.000688635
159,689.896,0.34343,0.2632,0.90825,0.98583,0.98825,0.995,0.88564,0.57141,0.2939,1.06144,0.000683919,0.000683919,0.000683919
160,694.152,0.336,0.27096,0.89381,0.98718,0.99865,0.995,0.86584,0.59956,0.30811,1.0699,0.000679204,0.000679204,0.000679204
161,698.326,0.35846,0.26409,0.90834,0.98831,1,0.995,0.86956,0.59606,0.30116,1.07087,0.000674488,0.000674488,0.000674488
162,702.606,0.35463,0.26968,0.89069,0.98766,1,0.995,0.87852,0.57935,0.27591,1.05713,0.000669772,0.000669772,0.000669772
163,706.791,0.35183,0.26657,0.905,0.98386,0.99812,0.995,0.87654,0.57347,0.28231,1.05954,0.000665057,0.000665057,0.000665057
164,710.996,0.32643,0.25783,0.89056,0.96109,0.99631,0.995,0.88444,0.56381,0.28914,1.05591,0.000660341,0.000660341,0.000660341
165,715.176,0.34838,0.26828,0.89481,0.98193,0.99494,0.995,0.88699,0.54545,0.28056,1.04527,0.000655625,0.000655625,0.000655625
166,719.357,0.32435,0.25174,0.88791,0.99543,0.96329,0.99322,0.88295,0.56464,0.28322,1.06283,0.000650909,0.000650909,0.000650909
167,723.579,0.35645,0.26151,0.91214,0.99596,0.96483,0.99439,0.88364,0.56094,0.29424,1.06553,0.000646194,0.000646194,0.000646194
168,727.825,0.35551,0.2558,0.88648,0.99059,0.96468,0.99439,0.89007,0.54645,0.29817,1.05002,0.000641478,0.000641478,0.000641478
169,732.062,0.34667,0.26433,0.88239,0.98831,0.96456,0.99439,0.87517,0.56025,0.30881,1.05758,0.000636762,0.000636762,0.000636762
170,736.272,0.35292,0.27456,0.87211,0.98949,0.96448,0.99439,0.8784,0.58198,0.31559,1.06805,0.000632047,0.000632047,0.000632047
171,740.534,0.34038,0.27486,0.88536,0.97423,0.99653,0.995,0.88657,0.55204,0.30909,1.04454,0.000627331,0.000627331,0.000627331
172,744.68,0.33681,0.25738,0.89442,0.97421,0.99668,0.995,0.87668,0.5831,0.32199,1.05536,0.000622615,0.000622615,0.000622615
173,748.809,0.31954,0.24572,0.88535,0.97489,0.99626,0.995,0.87224,0.59408,0.32632,1.05905,0.0006179,0.0006179,0.0006179
174,753.077,0.34579,0.26332,0.87411,0.97807,0.99452,0.995,0.88248,0.57336,0.31362,1.03702,0.000613184,0.000613184,0.000613184
175,757.513,0.3163,0.24071,0.88668,0.97949,0.99376,0.995,0.88262,0.55577,0.29213,1.02225,0.000608468,0.000608468,0.000608468
176,761.747,0.34334,0.26835,0.88734,0.97751,0.99586,0.995,0.85667,0.62284,0.30442,1.0841,0.000603752,0.000603752,0.000603752
177,765.925,0.34157,0.24862,0.88806,0.9771,0.99682,0.995,0.86517,0.61932,0.30943,1.08688,0.000599037,0.000599037,0.000599037
178,770.146,0.34864,0.25411,0.89006,0.99665,0.96456,0.99382,0.89427,0.55905,0.30307,1.04854,0.000594321,0.000594321,0.000594321
179,775.047,0.34864,0.26278,0.88822,0.99504,0.96329,0.99322,0.89396,0.55119,0.29378,1.04073,0.000589605,0.000589605,0.000589605
180,779.353,0.34045,0.27768,0.9207,0.99648,0.96446,0.99439,0.89613,0.5856,0.30718,1.09154,0.00058489,0.00058489,0.00058489
181,783.778,0.34804,0.26585,0.90092,0.97858,0.99272,0.995,0.88792,0.58712,0.31169,1.09039,0.000580174,0.000580174,0.000580174
182,788.033,0.32622,0.27205,0.89062,0.99428,0.96664,0.99382,0.88856,0.54575,0.29368,1.04503,0.000575458,0.000575458,0.000575458
183,792.324,0.31169,0.24601,0.86179,0.99406,0.96673,0.98433,0.8902,0.54984,0.30745,1.04056,0.000570743,0.000570743,0.000570743
184,796.549,0.32457,0.25867,0.91533,0.9944,0.96329,0.98373,0.88695,0.55979,0.31447,1.03538,0.000566027,0.000566027,0.000566027
185,800.832,0.3271,0.26016,0.86127,0.99514,0.96329,0.98373,0.88435,0.56755,0.33521,1.03665,0.000561311,0.000561311,0.000561311
186,805.058,0.31691,0.25338,0.87297,0.99591,0.96434,0.99287,0.88193,0.57589,0.34374,1.03283,0.000556595,0.000556595,0.000556595
