epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,77.5113,0.5619,0.45709,0.9585,0.9586,0.92659,0.98273,0.825,0.66738,0.63525,1.04115,0.0011885,0.0011885,0.0011885
36,79.7125,0.58618,0.46631,1.00966,0.9496,0.9085,0.95018,0.80085,0.64559,0.58328,1.03763,0.00118143,0.00118143,0.00118143
37,81.7179,0.58272,0.51649,0.97454,0.99583,0.88811,0.9483,0.76015,0.69223,0.62094,1.07765,0.00117435,0.00117435,0.00117435
38,83.7605,0.61644,0.52285,1.0263,0.96084,0.94062,0.96916,0.81216,0.64004,0.57666,1.02828,0.00116728,0.00116728,0.00116728
39,85.8606,0.59774,0.47073,0.97354,0.94388,0.95152,0.97553,0.81515,0.6676,0.58159,1.04648,0.00116021,0.00116021,0.00116021
40,87.949,0.56304,0.4939,0.96615,0.95788,0.94742,0.969,0.80926,0.68082,0.54041,1.0724,0.00115313,0.00115313,0.00115313
41,90.0622,0.58916,0.44934,0.96129,0.97042,0.93744,0.97326,0.82669,0.62054,0.5194,1.01773,0.00114606,0.00114606,0.00114606
42,92.3846,0.52328,0.4293,0.94743,0.98172,0.93689,0.97168,0.80436,0.66747,0.50052,1.04957,0.00113898,0.00113898,0.00113898
43,94.7038,0.56098,0.43308,0.99661,0.91594,0.96007,0.96721,0.80613,0.64239,0.53651,1.01809,0.00113191,0.00113191,0.00113191
44,96.8175,0.54523,0.42045,0.96735,0.94808,0.94228,0.96965,0.81671,0.63158,0.50765,1.01026,0.00112484,0.00112484,0.00112484
45,98.9398,0.5389,0.43627,0.95962,0.98606,0.9683,0.97957,0.82938,0.65858,0.44712,1.02824,0.00111776,0.00111776,0.00111776
46,101.155,0.52218,0.42427,0.94756,0.98984,0.96952,0.98389,0.82164,0.63385,0.42903,1.00376,0.00111069,0.00111069,0.00111069
47,103.265,0.57055,0.42588,0.9426,0.98673,0.94596,0.97848,0.81615,0.62315,0.44917,0.99415,0.00110362,0.00110362,0.00110362
48,105.364,0.4954,0.41403,0.94869,0.97961,0.94455,0.98023,0.81592,0.66131,0.44876,1.03463,0.00109654,0.00109654,0.00109654
49,107.404,0.54161,0.40505,0.95274,0.98546,0.93155,0.98069,0.83366,0.62669,0.45843,0.99657,0.00108947,0.00108947,0.00108947
50,109.587,0.57799,0.44089,0.97363,0.98075,0.96329,0.98437,0.8461,0.62259,0.42208,0.9912,0.0010824,0.0010824,0.0010824
51,111.865,0.51755,0.38396,0.94261,0.96923,0.96329,0.98504,0.85268,0.61143,0.46742,0.98148,0.00107532,0.00107532,0.00107532
52,114.039,0.55084,0.4143,0.97939,0.97668,0.96329,0.98878,0.84405,0.61641,0.44791,1.00141,0.00106825,0.00106825,0.00106825
53,116.206,0.54931,0.42063,0.97165,0.98942,0.96084,0.98944,0.847,0.61149,0.42477,1.00323,0.00106118,0.00106118,0.00106118
54,118.356,0.51079,0.39355,0.95023,0.96767,0.95997,0.98933,0.82732,0.6397,0.43574,1.00316,0.0010541,0.0010541,0.0010541
55,120.457,0.58547,0.43308,0.97962,0.97926,0.96329,0.98773,0.85293,0.57957,0.40349,0.98538,0.00104703,0.00104703,0.00104703
56,122.641,0.50747,0.38883,0.94262,0.99225,0.96223,0.98472,0.82879,0.62919,0.40403,1.0058,0.00103995,0.00103995,0.00103995
57,124.708,0.5047,0.39586,0.93403,0.98449,0.95918,0.98451,0.83772,0.62411,0.40113,0.99428,0.00103288,0.00103288,0.00103288
58,126.925,0.50469,0.3822,0.96825,0.99017,0.97365,0.991,0.85712,0.59557,0.36208,0.96109,0.00102581,0.00102581,0.00102581
59,129.11,0.52602,0.39655,0.97258,0.99469,0.97831,0.99278,0.85468,0.64033,0.36207,0.97746,0.00101873,0.00101873,0.00101873
60,131.269,0.49649,0.38148,0.93386,0.98144,0.97377,0.99382,0.86601,0.60092,0.37238,0.9574,0.00101166,0.00101166,0.00101166
61,133.427,0.51846,0.39913,0.97305,0.99631,0.96401,0.98955,0.85541,0.58284,0.38275,0.95588,0.00100459,0.00100459,0.00100459
62,135.511,0.49717,0.37701,0.9377,0.98813,0.95555,0.98955,0.84792,0.65265,0.38263,0.99159,0.000997513,0.000997513,0.000997513
63,137.608,0.47765,0.35788,0.92457,0.97356,0.97917,0.98414,0.83939,0.63364,0.37755,0.99071,0.00099044,0.00099044,0.00099044
64,139.691,0.5044,0.37809,0.92125,0.98983,0.97043,0.98127,0.83395,0.62592,0.3964,1.01435,0.000983366,0.000983366,0.000983366
65,141.815,0.46541,0.34405,0.90558,0.97964,0.9687,0.98082,0.84264,0.6215,0.40396,1.01386,0.000976293,0.000976293,0.000976293
66,143.956,0.47182,0.35121,0.91035,0.97261,0.96904,0.97612,0.85724,0.60458,0.40909,0.99956,0.000969219,0.000969219,0.000969219
67,146.13,0.46952,0.35732,0.9177,0.94583,0.9673,0.98211,0.85928,0.58556,0.3886,0.9787,0.000962146,0.000962146,0.000962146
68,148.259,0.47439,0.35976,0.89833,0.95679,0.97091,0.98685,0.8576,0.57951,0.36795,0.98135,0.000955072,0.000955072,0.000955072
69,150.358,0.43789,0.33037,0.91195,0.97026,0.97332,0.98389,0.85517,0.6052,0.37427,1.00066,0.000947999,0.000947999,0.000947999
70,152.51,0.49005,0.35174,0.93084,0.98388,0.97683,0.98321,0.85422,0.59855,0.37887,0.97953,0.000940925,0.000940925,0.000940925
71,154.664,0.5159,0.37575,0.92899,0.99055,0.97917,0.97978,0.85443,0.59525,0.37498,0.98892,0.000933851,0.000933851,0.000933851
72,156.792,0.47764,0.35036,0.93728,0.98888,0.97751,0.97747,0.83819,0.61916,0.39979,1.00549,0.000926778,0.000926778,0.000926778
73,158.871,0.44856,0.33455,0.93188,0.98259,0.97555,0.97758,0.8325,0.60649,0.41061,0.98959,0.000919704,0.000919704,0.000919704
74,161.074,0.47133,0.33116,0.94066,0.98925,0.96935,0.97751,0.83864,0.59714,0.4034,0.98288,0.000912631,0.000912631,0.000912631
75,163.203,0.4508,0.34788,0.91966,0.99102,0.96492,0.97823,0.83786,0.64314,0.43068,1.01205,0.000905557,0.000905557,0.000905557
76,165.35,0.46803,0.35756,0.91372,0.99383,0.96329,0.97769,0.83873,0.6188,0.41779,0.99156,0.000898484,0.000898484,0.000898484
77,167.414,0.46531,0.35191,0.9175,0.99228,0.96329,0.97743,0.85018,0.57615,0.40189,0.97043,0.00089141,0.00089141,0.00089141
78,169.528,0.43816,0.34062,0.92537,0.99139,0.94001,0.9769,0.84166,0.58422,0.39718,0.98053,0.000884337,0.000884337,0.000884337
79,171.685,0.44606,0.33465,0.92142,0.97101,0.9479,0.97408,0.83816,0.58932,0.40417,0.98377,0.000877263,0.000877263,0.000877263
80,173.81,0.44009,0.33453,0.93251,0.968,0.96329,0.97484,0.84165,0.55083,0.36792,0.96687,0.00087019,0.00087019,0.00087019
81,175.891,0.45224,0.33929,0.90307,0.97503,0.96431,0.97582,0.85445,0.55045,0.37388,0.96442,0.000863116,0.000863116,0.000863116
82,178.151,0.45837,0.36149,0.92784,0.98802,0.96349,0.98127,0.85345,0.61083,0.38016,1.02658,0.000856042,0.000856042,0.000856042
83,180.311,0.45056,0.33773,0.91693,0.99061,0.96367,0.98262,0.84461,0.60627,0.35849,1.01459,0.000848969,0.000848969,0.000848969
84,182.406,0.46175,0.35459,0.94375,0.98632,0.97917,0.98389,0.84707,0.61691,0.33611,1.02287,0.000841895,0.000841895,0.000841895
85,184.519,0.461,0.34043,0.92896,0.99296,0.97867,0.98685,0.85317,0.62238,0.32197,1.02694,0.000834822,0.000834822,0.000834822
86,186.648,0.44516,0.32455,0.89843,0.98836,0.97473,0.99184,0.86636,0.64402,0.3547,1.05485,0.000827748,0.000827748,0.000827748
87,188.822,0.44343,0.32342,0.91707,0.98287,0.97039,0.99278,0.857,0.60731,0.34777,1.00456,0.000820675,0.000820675,0.000820675
88,191.001,0.44157,0.33182,0.9317,0.97023,0.9892,0.99382,0.87434,0.59819,0.33088,0.99659,0.000813601,0.000813601,0.000813601
89,193.197,0.40883,0.30881,0.90405,0.9722,0.99748,0.99382,0.8502,0.62027,0.35016,1.00995,0.000806528,0.000806528,0.000806528
90,195.291,0.47379,0.33891,0.92917,0.97401,0.99388,0.99382,0.85566,0.57937,0.3419,0.98565,0.000799454,0.000799454,0.000799454
91,197.517,0.44509,0.35537,0.94078,0.99764,0.98094,0.995,0.87295,0.55754,0.33492,0.9826,0.00079238,0.00079238,0.00079238
92,199.659,0.42547,0.32082,0.90439,0.97032,0.98879,0.99382,0.85337,0.60304,0.34449,1.00556,0.000785307,0.000785307,0.000785307
93,202.36,0.46258,0.32171,0.90679,0.96718,0.97934,0.99322,0.84309,0.66107,0.36399,1.03862,0.000778233,0.000778233,0.000778233
94,204.486,0.43945,0.31997,0.91526,0.97404,0.96329,0.99322,0.84475,0.60766,0.36146,1.00787,0.00077116,0.00077116,0.00077116
95,206.623,0.43338,0.32412,0.91002,0.98955,0.96267,0.99322,0.8575,0.60739,0.36025,1.01166,0.000764086,0.000764086,0.000764086
96,208.718,0.41705,0.31882,0.90287,0.95143,0.9754,0.99246,0.85258,0.62931,0.36195,0.98178,0.000757013,0.000757013,0.000757013
97,210.817,0.41208,0.30788,0.89926,0.9643,0.95903,0.98807,0.85986,0.63587,0.3855,0.98044,0.000749939,0.000749939,0.000749939
98,213.083,0.43923,0.3156,0.91161,0.99356,0.92935,0.97861,0.87269,0.5683,0.37872,0.94883,0.000742866,0.000742866,0.000742866
99,215.217,0.39888,0.30161,0.90805,0.99635,0.92911,0.97926,0.86026,0.57744,0.36002,0.95658,0.000735792,0.000735792,0.000735792
100,217.4,0.42438,0.32077,0.90992,0.98748,0.9573,0.99322,0.87389,0.59651,0.33976,0.97242,0.000728719,0.000728719,0.000728719
101,219.556,0.434,0.32883,0.91427,0.97321,0.9945,0.995,0.87872,0.57559,0.32847,0.96387,0.000721645,0.000721645,0.000721645
102,221.802,0.43233,0.32014,0.91682,0.99389,0.94742,0.98694,0.86453,0.54998,0.34052,0.9417,0.000714571,0.000714571,0.000714571
103,224.107,0.42394,0.31375,0.90314,0.97867,0.94742,0.99017,0.86724,0.60901,0.35001,0.97536,0.000707498,0.000707498,0.000707498
104,226.507,0.41746,0.30512,0.90322,0.9887,0.94742,0.99187,0.87956,0.57418,0.35617,0.95997,0.000700424,0.000700424,0.000700424
105,228.995,0.39843,0.29517,0.90599,0.99437,0.96329,0.99266,0.87104,0.57682,0.34484,0.95468,0.000693351,0.000693351,0.000693351
106,231.257,0.39001,0.3039,0.92354,0.99173,0.96329,0.99162,0.86203,0.57858,0.33843,0.95681,0.000686277,0.000686277,0.000686277
107,233.614,0.39613,0.3155,0.90256,0.98925,0.96329,0.99124,0.85062,0.61676,0.35331,0.9814,0.000679204,0.000679204,0.000679204
108,235.924,0.38392,0.27987,0.88434,0.98379,0.96329,0.99217,0.86475,0.57856,0.34585,0.94911,0.00067213,0.00067213,0.00067213
109,238.152,0.36555,0.29066,0.8881,0.98054,0.96329,0.99322,0.86419,0.56419,0.33876,0.93136,0.000665057,0.000665057,0.000665057
110,240.401,0.39861,0.28712,0.89593,0.96661,0.99791,0.99439,0.87076,0.57703,0.33785,0.92525,0.000657983,0.000657983,0.000657983
111,242.82,0.42273,0.31337,0.9084,0.99426,0.97357,0.995,0.86609,0.58763,0.33809,0.9398,0.000650909,0.000650909,0.000650909
112,245.276,0.3911,0.30072,0.89528,0.97766,0.96936,0.99382,0.87417,0.5746,0.34516,0.94273,0.000643836,0.000643836,0.000643836
113,247.696,0.39305,0.29689,0.89256,0.97311,0.97079,0.99382,0.86462,0.57311,0.34491,0.94094,0.000636762,0.000636762,0.000636762
114,250.236,0.36746,0.27615,0.87896,0.97429,0.9669,0.99278,0.85649,0.59007,0.32697,0.95252,0.000629689,0.000629689,0.000629689
115,252.799,0.38644,0.30802,0.88258,0.99476,0.96957,0.995,0.86787,0.61202,0.31629,0.97807,0.000622615,0.000622615,0.000622615
116,255.263,0.37933,0.29364,0.8997,0.99663,0.9692,0.995,0.88233,0.57537,0.31076,0.97772,0.000615542,0.000615542,0.000615542
117,257.685,0.38527,0.30001,0.9064,0.99518,0.96554,0.99439,0.88382,0.56372,0.31912,0.97687,0.000608468,0.000608468,0.000608468
118,260.027,0.38305,0.29086,0.90478,0.99528,0.96469,0.99384,0.87426,0.57712,0.31513,0.98079,0.000601395,0.000601395,0.000601395
119,262.338,0.37871,0.28265,0.88667,0.99631,0.96572,0.99439,0.86965,0.58144,0.30319,0.98158,0.000594321,0.000594321,0.000594321
120,264.6,0.3777,0.29102,0.89918,0.98458,0.99554,0.995,0.88085,0.56977,0.28804,0.97638,0.000587248,0.000587248,0.000587248
121,266.753,0.35534,0.27652,0.89462,0.98757,0.99554,0.995,0.88176,0.56425,0.29585,0.97004,0.000580174,0.000580174,0.000580174
122,268.882,0.41464,0.29645,0.89679,0.98978,0.99527,0.995,0.88743,0.56373,0.29044,0.97364,0.0005731,0.0005731,0.0005731
123,271.141,0.38116,0.2772,0.88481,0.98781,0.99416,0.995,0.88506,0.55579,0.29741,0.97707,0.000566027,0.000566027,0.000566027
124,273.42,0.36271,0.28836,0.89346,0.98916,0.99257,0.995,0.89685,0.54213,0.29075,0.9783,0.000558953,0.000558953,0.000558953
125,275.651,0.38907,0.28588,0.89459,0.98918,0.99196,0.995,0.8921,0.54993,0.28789,0.98491,0.00055188,0.00055188,0.00055188
126,277.83,0.36545,0.27186,0.88708,0.99001,0.99134,0.995,0.87804,0.57202,0.29028,0.99618,0.000544806,0.000544806,0.000544806
127,280.028,0.35509,0.27126,0.91058,0.99373,0.98833,0.995,0.89191,0.55566,0.30041,0.97832,0.000537733,0.000537733,0.000537733
128,282.215,0.4031,0.29885,0.92481,0.98782,0.98192,0.99439,0.88458,0.53963,0.28979,0.9591,0.000530659,0.000530659,0.000530659
129,284.421,0.37087,0.28904,0.89165,0.98621,0.98131,0.99384,0.88118,0.54335,0.2904,0.9615,0.000523586,0.000523586,0.000523586
130,286.68,0.37375,0.27463,0.89548,0.95963,0.9858,0.99364,0.8554,0.57883,0.31311,0.97448,0.000516512,0.000516512,0.000516512
131,288.888,0.37959,0.2844,0.90239,0.96763,0.9853,0.99364,0.88285,0.57358,0.31877,0.9692,0.000509438,0.000509438,0.000509438
132,291.182,0.33858,0.25641,0.85974,0.97078,0.98509,0.99364,0.88931,0.54776,0.30085,0.96593,0.000502365,0.000502365,0.000502365
133,293.339,0.3577,0.27024,0.89266,0.98942,0.98343,0.99439,0.87803,0.55464,0.30267,0.97464,0.000495291,0.000495291,0.000495291
134,295.475,0.34346,0.26627,0.89567,0.9886,0.9855,0.995,0.87643,0.58277,0.29751,0.99674,0.000488218,0.000488218,0.000488218
135,297.602,0.36804,0.28011,0.89931,0.96456,0.98162,0.99364,0.87938,0.58608,0.30198,1.0059,0.000481144,0.000481144,0.000481144
136,299.797,0.35571,0.27169,0.87803,0.97712,0.97116,0.99364,0.88364,0.5584,0.28953,0.97805,0.000474071,0.000474071,0.000474071
137,301.915,0.38366,0.29206,0.9156,0.97795,0.97185,0.99364,0.87997,0.57194,0.30378,0.97865,0.000466997,0.000466997,0.000466997
138,304.113,0.35533,0.2678,0.87202,0.97884,0.97366,0.99146,0.8743,0.57487,0.3054,0.96982,0.000459924,0.000459924,0.000459924
139,306.297,0.34171,0.26891,0.8656,0.9935,0.98173,0.99439,0.87026,0.55079,0.30085,0.95999,0.00045285,0.00045285,0.00045285
140,308.525,0.35526,0.26934,0.87009,0.99469,0.98413,0.99439,0.88622,0.52867,0.28305,0.95201,0.000445777,0.000445777,0.000445777
141,310.738,0.34025,0.27142,0.88481,0.99455,0.98556,0.995,0.89103,0.53023,0.28345,0.95268,0.000438703,0.000438703,0.000438703
142,312.858,0.3477,0.26467,0.90769,0.98945,0.98892,0.995,0.89157,0.54371,0.28646,0.96156,0.000431629,0.000431629,0.000431629
143,314.989,0.31473,0.24924,0.86984,0.98889,0.99922,0.995,0.88467,0.54492,0.28776,0.96394,0.000424556,0.000424556,0.000424556
144,317.151,0.31451,0.24607,0.87952,0.96381,1,0.99382,0.88535,0.54305,0.27898,0.96659,0.000417482,0.000417482,0.000417482
145,319.278,0.31108,0.2383,0.86171,0.95744,0.99683,0.99382,0.88753,0.5442,0.28161,0.96834,0.000410409,0.000410409,0.000410409
146,321.452,0.31188,0.2436,0.86413,0.9922,0.96653,0.99382,0.89968,0.54165,0.28797,0.96375,0.000403335,0.000403335,0.000403335
147,323.686,0.29171,0.23447,0.87303,0.99201,0.96815,0.99382,0.89652,0.51937,0.28145,0.96208,0.000396262,0.000396262,0.000396262
148,325.806,0.33632,0.25756,0.86595,0.99243,0.96841,0.99382,0.90045,0.51336,0.27824,0.96639,0.000389188,0.000389188,0.000389188
149,328.055,0.32244,0.24892,0.87563,0.99263,0.96825,0.99382,0.89586,0.52269,0.27997,0.96486,0.000382115,0.000382115,0.000382115
150,330.173,0.32248,0.24777,0.8723,0.99276,0.96847,0.99382,0.89559,0.54354,0.27968,0.97172,0.000375041,0.000375041,0.000375041
151,332.323,0.29782,0.23751,0.88235,0.99006,0.95791,0.99217,0.88937,0.54413,0.28519,0.97687,0.000367967,0.000367967,0.000367967
152,334.456,0.30785,0.24716,0.87798,0.9906,0.95624,0.99322,0.90455,0.52911,0.28897,0.96361,0.000360894,0.000360894,0.000360894
153,336.72,0.29972,0.23212,0.87175,0.99238,0.95473,0.99322,0.89634,0.5341,0.28563,0.95429,0.00035382,0.00035382,0.00035382
154,338.852,0.31702,0.24084,0.86869,0.97521,0.96862,0.99322,0.89065,0.53308,0.28978,0.95292,0.000346747,0.000346747,0.000346747
155,340.977,0.32003,0.25721,0.88011,0.98224,0.96215,0.99322,0.8932,0.52507,0.2846,0.9523,0.000339673,0.000339673,0.000339673
156,343.127,0.32465,0.24038,0.87922,0.99236,0.95992,0.99266,0.88735,0.53413,0.28567,0.96276,0.0003326,0.0003326,0.0003326
157,345.255,0.30068,0.24018,0.87062,0.99072,0.95621,0.99266,0.88741,0.54472,0.28847,0.96469,0.000325526,0.000325526,0.000325526
158,347.584,0.31274,0.23794,0.87049,0.9855,0.96195,0.99322,0.88683,0.55519,0.28152,0.97446,0.000318453,0.000318453,0.000318453
159,349.792,0.30302,0.22847,0.8738,0.97797,0.96707,0.99322,0.89484,0.53316,0.27342,0.96289,0.000311379,0.000311379,0.000311379
160,351.989,0.29296,0.24057,0.86985,0.97214,0.97643,0.99322,0.88751,0.54183,0.27513,0.9639,0.000304306,0.000304306,0.000304306
161,354.191,0.29286,0.23217,0.86622,0.98582,0.96329,0.99322,0.87826,0.55699,0.27473,0.97499,0.000297232,0.000297232,0.000297232
162,356.54,0.30237,0.23268,0.85181,0.97683,0.98735,0.99439,0.88035,0.57203,0.28254,0.98462,0.000290158,0.000290158,0.000290158
163,358.925,0.28805,0.2283,0.87476,0.97729,0.9888,0.99439,0.88349,0.56687,0.29016,0.98159,0.000283085,0.000283085,0.000283085
164,361.09,0.27894,0.21328,0.86196,0.97778,0.98839,0.99439,0.89258,0.54487,0.2903,0.96872,0.000276011,0.000276011,0.000276011
165,363.861,0.3054,0.23557,0.87881,0.9778,0.98862,0.99439,0.9041,0.53744,0.28513,0.96583,0.000268938,0.000268938,0.000268938
166,366.11,0.28536,0.21898,0.85972,0.98903,0.97462,0.99382,0.89352,0.54344,0.28698,0.97095,0.000261864,0.000261864,0.000261864
167,368.312,0.29102,0.22164,0.87384,0.97145,0.97486,0.99217,0.88099,0.56157,0.28375,0.97721,0.000254791,0.000254791,0.000254791
168,370.472,0.29434,0.22544,0.85516,0.97276,0.97577,0.99217,0.88494,0.54824,0.27656,0.96852,0.000247717,0.000247717,0.000247717
169,372.582,0.28653,0.2253,0.84764,0.9743,0.9765,0.99217,0.88321,0.54382,0.26687,0.96579,0.000240644,0.000240644,0.000240644
170,374.726,0.29767,0.23319,0.84469,0.99715,0.97554,0.995,0.88472,0.54315,0.27027,0.96369,0.00023357,0.00023357,0.00023357
171,376.886,0.27509,0.2273,0.849,0.99178,0.97827,0.99382,0.88387,0.56041,0.27202,0.97374,0.000226497,0.000226497,0.000226497
172,379.031,0.28227,0.22313,0.85654,0.99153,0.97827,0.99382,0.88689,0.56526,0.26768,0.97297,0.000219423,0.000219423,0.000219423
173,381.156,0.27544,0.20556,0.85076,0.99076,0.97768,0.99382,0.88609,0.55259,0.26789,0.96484,0.000212349,0.000212349,0.000212349
174,383.341,0.27876,0.22177,0.84433,0.99132,0.96329,0.99322,0.89509,0.53609,0.27131,0.95613,0.000205276,0.000205276,0.000205276
175,385.514,0.25524,0.20149,0.84595,0.9915,0.96329,0.99322,0.89178,0.52835,0.27419,0.9538,0.000198202,0.000198202,0.000198202
176,387.796,0.29303,0.21843,0.86133,0.99166,0.96329,0.99322,0.88991,0.54568,0.28237,0.9698,0.000191129,0.000191129,0.000191129
177,389.967,0.26194,0.20366,0.85033,0.99247,0.96329,0.99322,0.8855,0.55908,0.2831,0.97567,0.000184055,0.000184055,0.000184055
178,392.085,0.29215,0.22807,0.86216,0.99239,0.96329,0.99322,0.88501,0.55353,0.28044,0.97251,0.000176982,0.000176982,0.000176982
179,394.276,0.28344,0.22349,0.85996,0.99281,0.96329,0.99322,0.89371,0.53459,0.27071,0.96124,0.000169908,0.000169908,0.000169908
180,396.381,0.28038,0.22461,0.88652,0.98876,0.97509,0.99382,0.89542,0.52855,0.2594,0.95909,0.000162835,0.000162835,0.000162835
181,398.584,0.28223,0.2288,0.86856,0.9892,0.97548,0.99382,0.89615,0.5332,0.25733,0.96254,0.000155761,0.000155761,0.000155761
182,400.792,0.26902,0.22781,0.85387,0.99038,0.97607,0.99382,0.88996,0.54993,0.25796,0.97317,0.000148687,0.000148687,0.000148687
183,402.943,0.2608,0.20991,0.8471,0.99298,0.97699,0.99382,0.89257,0.54946,0.2586,0.96962,0.000141614,0.000141614,0.000141614
184,405.126,0.26442,0.21776,0.87426,0.99501,0.97622,0.99382,0.8984,0.53604,0.25493,0.96663,0.00013454,0.00013454,0.00013454
185,407.346,0.26373,0.20917,0.84022,0.99513,0.98265,0.995,0.89791,0.52738,0.25225,0.96079,0.000127467,0.000127467,0.000127467
